product_url,price,year,currency,country,collection,brand,reference,image_url,name,availability,currency_code,price_EUR,price_JPY,price_USD,price_GBP
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,7100.0,2025,$,USA,Radiomir,PANERAI,PAM01350,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,Radiomir Tre Giorni,Available,USD,,,7100.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,9700.0,2025,$,USA,Radiomir,PANERAI,PAM01347,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,Radiomir Otto Giorni,Available,USD,,,9700.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,9700.0,2025,$,USA,Radiomir,PANERAI,PAM01348,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,Radiomir Otto Giorni,Out of Stock,USD,,,9700.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01349-radiomir-california.html,12300.0,2025,$,USA,Radiomir,PANERAI,PAM01349,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,Radiomir California,Available,USD,,,12300.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,42300.0,2025,$,USA,Radiomir,PANERAI,PAM01643,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,Radiomir 8 Giorni Eilean,Out of Stock,USD,,,42300.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,146700.0,2025,$,USA,Radiomir,PANERAI,PAM01284,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,Radiomir Tourbillon GMT Bronzo,Out of Stock,USD,,,146700.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,18600.0,2025,$,USA,Radiomir,PANERAI,PAM00760,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,Radiomir Bronzo,Out of Stock,USD,,,18600.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,18200.0,2025,$,USA,Radiomir,PANERAI,PAM01026,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,Radiomir Quaranta Goldtech™,Available,USD,,,18200.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,18200.0,2025,$,USA,Radiomir,PANERAI,PAM01437,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,Radiomir Quaranta Yellow Gold,Available,USD,,,18200.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,34500.0,2025,$,USA,Radiomir,PANERAI,PAM01363,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,Radiomir Annual Calendar Goldtech™,Out of Stock,USD,,,34500.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,50900.0,2025,$,USA,Radiomir,PANERAI,PAM01364,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,Radiomir Annual Calendar Platinumtech™,Out of Stock,USD,,,50900.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,43200.0,2025,$,USA,Radiomir,PANERAI,PAM01453,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,USD,,,43200.0,
https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00600-radiomir-minute-repeater-tourbillon-gmt.html,396800.0,2025,$,USA,Radiomir,PANERAI,PAM00600,https://www.panerai.com/content/dam/rcq/pan/13/14/96/3/1314963.png,Radiomir Minute Repeater Tourbillon GMT,Out of Stock,USD,,,396800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,5600.0,2025,$,USA,Luminor,PANERAI,PAM01623,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,Luminor Base Logo,Available,USD,,,5600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,5600.0,2025,$,USA,Luminor,PANERAI,PAM01087,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,Luminor Base Logo,Available,USD,,,5600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,5600.0,2025,$,USA,Luminor,PANERAI,PAM01086,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,Luminor Base Logo,Available,USD,,,5600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01084-luminor-logo.html,6100.0,2025,$,USA,Luminor,PANERAI,PAM01084,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,Luminor Logo,Available,USD,,,6100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01085-luminor-logo.html,6100.0,2025,$,USA,Luminor,PANERAI,PAM01085,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,Luminor Logo ,Available,USD,,,6100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01624-luminor-logo.html,6100.0,2025,$,USA,Luminor,PANERAI,PAM01624,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,Luminor Logo,Available,USD,,,6100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,10500.0,2025,$,USA,Luminor,PANERAI,PAM01628,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,Luminor Tre Giorni,Out of Stock,USD,,,10500.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,7100.0,2025,$,USA,Luminor,PANERAI,PAM00914,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,Luminor 8 Giorni,Available,USD,,,7100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,7600.0,2025,$,USA,Luminor,PANERAI,PAM00915,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,Luminor 8 Giorni,Available,USD,,,7600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,8100.0,2025,$,USA,Luminor,PANERAI,PAM01655,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,Luminor Destro Otto Giorni,Available,USD,,,8100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00422-luminor-marina.html,11300.0,2025,$,USA,Luminor,PANERAI,PAM00422,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,Luminor Marina,Out of Stock,USD,,,11300.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,7800.0,2025,$,USA,Luminor,PANERAI,PAM01371,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,Luminor Quaranta,Available,USD,,,7800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,7800.0,2025,$,USA,Luminor,PANERAI,PAM01370,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,Luminor Quaranta,Available,USD,,,7800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,7800.0,2025,$,USA,Luminor,PANERAI,PAM01372,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,Luminor Quaranta,Available,USD,,,7800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,9300.0,2025,$,USA,Luminor,PANERAI,PAM01408,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,Luminor Quaranta Steel DLC Luna Rossa,Out of Stock,USD,,,9300.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,13300.0,2025,$,USA,Luminor,PANERAI,PAM01526,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,Luminor Quaranta Carbotech™,Out of Stock,USD,,,13300.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01314-luminor-marina.html,8800.0,2025,$,USA,Luminor,PANERAI,PAM01314,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,Luminor Marina,Available,USD,,,8800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01313-luminor-marina.html,8800.0,2025,$,USA,Luminor,PANERAI,PAM01313,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,Luminor Marina,Available,USD,,,8800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01312-luminor-marina.html,8800.0,2025,$,USA,Luminor,PANERAI,PAM01312,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,Luminor Marina,Available,USD,,,8800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,9400.0,2025,$,USA,Luminor,PANERAI,PAM01157,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,Luminor Marina Blu Profondo,Available,USD,,,9400.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,9400.0,2025,$,USA,Luminor,PANERAI,PAM01356,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,Luminor Marina Verde Smeraldo,Available,USD,,,9400.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,9400.0,2025,$,USA,Luminor,PANERAI,PAM01358,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,Luminor Marina Grigio Roccia,Available,USD,,,9400.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01564-luminor-marina.html,9500.0,2025,$,USA,Luminor,PANERAI,PAM01564,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,Luminor Marina,Out of Stock,USD,,,9500.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01316-luminor-marina.html,9500.0,2025,$,USA,Luminor,PANERAI,PAM01316,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,Luminor Marina,Out of Stock,USD,,,9500.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01562-luminor-marina.html,9500.0,2025,$,USA,Luminor,PANERAI,PAM01562,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,Luminor Marina,Out of Stock,USD,,,9500.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,9800.0,2025,$,USA,Luminor,PANERAI,PAM01412,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,Luminor Marina Navy SEALs,Available,USD,,,9800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,14800.0,2025,$,USA,Luminor,PANERAI,PAM02661,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,Luminor Marina Carbotech™,Available,USD,,,14800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,16300.0,2025,$,USA,Luminor,PANERAI,PAM02662,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,Luminor Marina TuttoGrigio,Out of Stock,USD,,,16300.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,26800.0,2025,$,USA,Luminor,PANERAI,PAM01112,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,Luminor Marina Goldtech™ ,Available,USD,,,26800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,9200.0,2025,$,USA,Luminor,PANERAI,PAM01365,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,Luminor Quaranta BiTempo,Available,USD,,,9200.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,9200.0,2025,$,USA,Luminor,PANERAI,PAM01367,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,Luminor Quaranta BiTempo,Available,USD,,,9200.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,9600.0,2025,$,USA,Luminor,PANERAI,PAM01404,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,Luminor Quaranta BiTempo Luna Rossa,Available,USD,,,9600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,9800.0,2025,$,USA,Luminor,PANERAI,PAM01640,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,Luminor Quaranta BiTempo,Available,USD,,,9800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,25400.0,2025,$,USA,Luminor,PANERAI,PAM01641,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,Luminor Quaranta BiTempo Goldtech™,Out of Stock,USD,,,25400.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,10600.0,2025,$,USA,Luminor,PANERAI,PAM01360,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,Luminor BiTempo Power Reserve,Available,USD,,,10600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,10600.0,2025,$,USA,Luminor,PANERAI,PAM01361,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,Luminor BiTempo Power Reserve,Available,USD,,,10600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01441-luminor-gmt.html,14900.0,2025,$,USA,Luminor,PANERAI,PAM01441,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,Luminor GMT,Available,USD,,,14900.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,19100.0,2025,$,USA,Luminor,PANERAI,PAM01674,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,Luminor GMT Power Reserve Ceramica,Out of Stock,USD,,,19100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01218-luminor-chrono.html,10000.0,2025,$,USA,Luminor,PANERAI,PAM01218,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,Luminor Chrono,Available,USD,,,10000.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01109-luminor-chrono.html,10000.0,2025,$,USA,Luminor,PANERAI,PAM01109,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,Luminor Chrono,Available,USD,,,10000.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01110-luminor-chrono.html,10800.0,2025,$,USA,Luminor,PANERAI,PAM01110,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,Luminor Chrono,Available,USD,,,10800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01548-luminor-chrono.html,10800.0,2025,$,USA,Luminor,PANERAI,PAM01548,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,Luminor Chrono,Available,USD,,,10800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,16600.0,2025,$,USA,Luminor,PANERAI,PAM01219,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,Luminor Chrono Carbotech™,Available,USD,,,16600.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,29400.0,2025,$,USA,Luminor,PANERAI,PAM01111,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,Luminor Chrono Goldtech™,Available,USD,,,29400.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,11000.0,2025,$,USA,Luminor,PANERAI,PAM01409,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,Luminor Chrono Navy SEALs,Out of Stock,USD,,,11000.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,17900.0,2025,$,USA,Luminor,PANERAI,PAM01419,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,Luminor Chrono Carbotech™ Navy SEALs,Available,USD,,,17900.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,15200.0,2025,$,USA,Luminor,PANERAI,PAM01482,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,Luminor Dieci Giorni GMT,Out of Stock,USD,,,15200.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01483-luminor-dieci-giorni-gmt-ceramica.html,19500.0,2025,$,USA,Luminor,PANERAI,PAM01483,https://www.panerai.com/content/dam/rcq/pan/DZ/dw/-j/Qb/SQ/6U/2X/HX/LA/S_/dg/DZdw-jQbSQ6U2XHXLAS_dg.png,Luminor Dieci Giorni GMT Ceramica,Out of Stock,USD,,,19500.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-gmt-goldtech.html,44900.0,2025,$,USA,Luminor,PANERAI,PAM00742,https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png,Luminor Perpetual Calendar GMT Goldtech™ ,Out of Stock,USD,,,44900.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-gmt-platinumtech.html,62100.0,2025,$,USA,Luminor,PANERAI,PAM00715,https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png,Luminor Perpetual Calendar GMT Platinumtech™,Out of Stock,USD,,,62100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01688-luminor-perpetual-calendar-goldtech.html,45800.0,2025,$,USA,Luminor,PANERAI,PAM01688,https://www.panerai.com/content/dam/rcq/pan/jn/Ma/k1/Ej/TF/Od/9e/BI/Oo/Jx/ww/jnMak1EjTFOd9eBIOoJxww.png,Luminor Perpetual Calendar Goldtech™,Out of Stock,USD,,,45800.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00670-luminor-equation-of-time-gmt-titanio.html,24000.0,2025,$,USA,Luminor,PANERAI,PAM00670,https://www.panerai.com/content/dam/rcq/pan/14/08/20/0/1408200.png,Luminor Equation of Time GMT Titanio,Available,USD,,,24000.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt.html,163100.0,2025,$,USA,Luminor,PANERAI,PAM01060,https://www.panerai.com/content/dam/rcq/pan/21/64/94/7/2164947.png,Luminor Tourbillon GMT,Out of Stock,USD,,,163100.0,
https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00920-luminor-tourbillon-moon-phases-equation-of-time-gmt--la.html,232900.0,2025,$,USA,Luminor,PANERAI,PAM00920,https://www.panerai.com/content/dam/rcq/pan/16/49/88/2/1649882.png,Luminor Tourbillon Moon Phases Equation of Time GMT - L’Astronomo,Out of Stock,USD,,,232900.0,
https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01565-submersible-luna-rossa.html,11300.0,2025,$,USA,Submersible,PANERAI,PAM01565,https://www.panerai.com/content/dam/rcq/pan/eF/U8/Cs/i-/Rm/iU/J8/g-/RV/zu/FQ/eFU8Csi-RmiUJ8g-RVzuFQ.png,Submersible Luna Rossa,Available,USD,,,11300.0,
https://www.panerai.com/us/en/collections/watch-collection/submersible/pam01579-submersible-luna-rossa.html,11000.0,2025,$,USA,Submersible,PANERAI,PAM01579,https://www.panerai.com/content/dam/rcq/pan/s3/TK/qr/fW/Qd/S3/Ae/7p/RH/lM/0A/s3TKqrfWQdS3Ae7pRHlM0A.png,Submersible Luna Rossa,Available,USD,,,11000.0,
